station,valid,tmpf,dwpf,relh,sknt,ceiling
PAFA,8/10/2024 0:55,61,50,67.06,7,5500
PAFA,7/18/2024 13:53,49,46,89.33,4,5500
PAFA,7/25/2024 15:09,64,59,83.78,4,5500
PAFA,7/25/2024 15:17,64,60,86.83,3,5500
PAFA,4/4/2023 20:53,33,18,53.4,3,5500
PAFA,4/23/2023 22:53,15.1,0,50.51,23,5500
PAFA,4/23/2023 20:53,14,-2,48.23,21,5500
PAFA,4/23/2023 16:53,10,-6,47.54,19,5500
PAFA,4/6/2025 23:33,33,26,75.17,16,5500
PAFA,4/18/2023 21:53,27,12,52.68,16,5500
PAFA,7/3/2024 21:53,67,45,45.04,16,5500
PAFA,4/6/2025 23:13,34,25,69.28,15,5500
PAFA,10/12/2024 19:53,44,26,48.86,15,5500
PAFA,5/26/2023 12:53,56,49,77.28,14,5500
PAFA,5/1/2024 15:53,35,23,61.23,14,5500
PAFA,10/23/2024 18:53,32,23,69.04,13,5500
PAFA,4/18/2023 20:53,26.1,10.9,52.07,13,5500
PAFA,5/13/2024 6:53,49,35,58.3,11,5500
PAFA,6/23/2023 0:53,73,56,55,11,5500
PAFA,3/31/2023 7:53,25,10,52.36,11,5500
PAFA,7/18/2023 10:53,63,53,69.82,10,5500
PAFA,4/16/2023 22:53,30,18,60.53,10,5500
PAFA,6/23/2023 1:03,72,56,56.89,10,5500
PAFA,7/3/2024 15:53,64,48,55.99,10,5500
PAFA,4/7/2025 22:53,19,5,53.8,10,5500
PAFA,4/7/2023 0:53,18,0,44.55,10,5500
PAFA,4/7/2023 1:53,17.1,-0.9,44.39,10,5500
PAFA,5/27/2024 1:53,60,38,43.94,10,5500
PAFA,6/1/2023 21:53,48,27,43.77,10,5500
PAFA,5/10/2024 3:53,51,29,42.49,10,5500
PAFA,6/1/2023 19:53,48,26.1,42.17,10,5500
PAFA,6/29/2023 11:41,59,56,89.44,9,5500
PAFA,7/18/2023 11:13,64,53,67.41,9,5500
PAFA,5/25/2024 1:53,59,45,59.67,9,5500
PAFA,4/16/2023 23:53,30.9,18,58.36,9,5500
PAFA,5/26/2024 9:53,46,32,57.87,9,5500
PAFA,11/9/2023 16:53,38,24,56.71,9,5500
PAFA,11/4/2023 10:53,23,9,54.44,9,5500
PAFA,11/4/2023 11:53,23,9,54.44,9,5500
PAFA,5/26/2024 5:53,51,35,54.12,9,5500
PAFA,9/17/2023 16:53,46,42,85.83,8,5500
PAFA,9/13/2024 4:53,51,46,82.93,8,5500
PAFA,8/2/2024 0:53,55,49,80.15,8,5500
PAFA,8/19/2024 11:53,53,47,80,8,5500
PAFA,7/30/2023 7:53,64,55,72.52,8,5500
PAFA,7/12/2023 9:53,59,50,72.01,8,5500
PAFA,1/24/2025 22:53,42,30,62.18,8,5500
PAFA,5/26/2024 10:53,45,32,60.11,8,5500
PAFA,4/8/2023 23:53,16,4,58.22,8,5500
PAFA,5/26/2024 8:53,47,32,55.73,8,5500
PAFA,9/23/2024 18:53,47,32,55.73,8,5500
PAFA,3/31/2023 9:53,21.9,8.1,54.75,8,5500
PAFA,5/14/2024 1:53,53,34,48.3,8,5500
PAFA,6/18/2023 0:53,69,46,43.52,8,5500
PAFA,6/17/2023 23:53,69,45,41.9,8,5500
PAFA,4/12/2023 7:53,14,7,73.19,7,5500
PAFA,9/9/2023 6:53,54,43,66.24,7,5500
PAFA,8/26/2024 1:53,53,41,63.61,7,5500
PAFA,8/26/2024 2:53,53,41,63.61,7,5500
PAFA,5/25/2024 2:53,58,43,57.3,7,5500
PAFA,5/2/2023 7:53,43,28.9,57.21,7,5500
PAFA,6/15/2023 5:53,59,38,45.36,7,5500
PAFA,6/18/2023 0:23,69,45,41.9,7,5500
PAFA,6/12/2024 4:53,58,55,89.72,6,5500
PAFA,9/8/2023 9:53,41,37,85.54,6,5500
PAFA,9/17/2023 15:53,47,42,82.65,6,5500
PAFA,1/25/2025 20:53,36,31,81.86,6,5500
PAFA,12/11/2023 10:53,10,4,76.18,6,5500
PAFA,2/1/2023 3:53,15.1,8.1,73.31,6,5500
PAFA,3/13/2023 5:53,10,3,72.75,6,5500
PAFA,7/12/2023 8:53,60,51,72.13,6,5500
PAFA,6/11/2024 9:53,60,51,72.12,6,5500
PAFA,11/9/2024 3:53,22,14,70.88,6,5500
PAFA,4/9/2023 4:53,12.9,4,66.67,6,5500
PAFA,7/26/2024 9:53,67,55,65.33,6,5500
PAFA,8/26/2024 3:53,53,41,63.61,6,5500
PAFA,5/10/2024 4:53,47,35,62.84,6,5500
PAFA,5/24/2024 0:53,56,43,61.59,6,5500
PAFA,5/14/2024 2:53,51,36,56.31,6,5500
PAFA,3/12/2025 22:53,17,-9,30.2,6,5500
PAFA,6/12/2024 15:45,56,54,92.98,5,5500
PAFA,7/11/2024 10:53,60,57,89.8,5,5500
PAFA,1/14/2025 9:53,30,26,84.85,5,5500
PAFA,4/5/2023 13:53,25,21,84.53,5,5500
PAFA,4/5/2023 12:53,26.1,21.9,83.89,5,5500
PAFA,1/29/2023 16:53,23,18,80.85,5,5500
PAFA,8/25/2023 2:53,63,57,80.76,5,5500
PAFA,1/15/2025 2:53,21,16,80.69,5,5500
PAFA,1/7/2025 16:53,28,22,77.89,5,5500
PAFA,10/17/2023 12:53,35,28,75.36,5,5500
PAFA,7/12/2023 10:53,59,51,75.02,5,5500
PAFA,8/22/2023 19:53,60,50,69.49,5,5500
PAFA,3/7/2024 10:53,17,8,67.2,5,5500
PAFA,8/26/2024 4:53,52,41,66,5,5500
PAFA,3/7/2024 6:53,18,8,64.37,5,5500
PAFA,8/26/2024 0:53,53,41,63.61,5,5500
PAFA,3/31/2023 20:53,19.9,9,62.07,5,5500
PAFA,3/30/2023 18:53,24.1,10.9,56.59,5,5500
PAFA,3/2/2023 0:53,16,1.9,53.07,5,5500
PAFA,6/1/2023 16:53,42,26.1,52.78,5,5500
PAFA,6/15/2023 3:53,61,36,39.19,5,5500
PAFA,7/30/2024 10:53,50,48,92.8,4,5500
PAFA,7/29/2024 9:53,56,53,89.64,4,5500
PAFA,9/10/2023 17:53,49,45,86,4,5500
PAFA,9/15/2024 14:53,48,44,85.95,4,5500
PAFA,2/24/2023 10:53,19,15.1,84.49,4,5500
PAFA,9/18/2024 12:53,46,41,82.58,4,5500
PAFA,6/20/2023 10:53,54,48,80.07,4,5500
PAFA,9/13/2024 7:53,51,45,79.84,4,5500
PAFA,8/26/2024 9:53,49,43,79.68,4,5500
PAFA,9/18/2024 11:53,47,41,79.52,4,5500
PAFA,10/17/2023 13:53,34,28,78.43,4,5500
PAFA,10/17/2023 15:53,33,27,78.34,4,5500
PAFA,11/24/2024 12:53,19,13,77.06,4,5500
PAFA,8/18/2023 14:53,52,45,76.94,4,5500
PAFA,9/8/2023 16:53,46,39,76.4,4,5500
PAFA,1/25/2025 13:53,37,30,75.56,4,5500
PAFA,11/16/2023 2:53,27,20,74.57,4,5500
PAFA,6/20/2023 9:53,55,47,74.08,4,5500
PAFA,8/18/2023 10:53,52,44,74.07,4,5500
PAFA,7/31/2023 17:53,66,57,72.72,4,5500
PAFA,3/9/2024 7:53,9,1,69.33,4,5500
PAFA,3/10/2024 14:53,2,-7,65.21,4,5500
PAFA,3/13/2023 6:53,10.9,1,63.69,4,5500
PAFA,3/16/2024 15:53,4,-6,62.4,4,5500
PAFA,3/16/2024 14:53,3,-7,62.26,4,5500
PAFA,5/6/2024 17:53,37,25,61.5,4,5500
PAFA,6/13/2023 11:53,50,37,60.79,4,5500
PAFA,6/11/2024 6:53,63,49,60.2,4,5500
PAFA,3/16/2024 13:53,2,-9,59.15,4,5500
PAFA,4/7/2023 4:53,12.9,0,55.62,4,5500
PAFA,3/16/2025 23:53,14,1,55.54,4,5500
PAFA,3/2/2023 1:53,15.1,1.9,55.19,4,5500
PAFA,3/2/2023 2:53,16,1.9,53.07,4,5500
PAFA,2/28/2024 2:53,-2,-15,52.92,4,5500
PAFA,3/1/2023 23:53,15.1,0,50.51,4,5500
PAFA,3/16/2025 3:53,17,1,48.74,4,5500
PAFA,3/12/2025 23:53,18,-6,33.48,4,5500
PAFA,6/12/2024 12:53,56,54,92.98,3,5500
PAFA,9/6/2023 9:53,49,47,92.77,3,5500
PAFA,6/12/2024 13:53,56,53,89.64,3,5500
PAFA,7/29/2024 10:53,55,52,89.59,3,5500
PAFA,9/13/2024 8:53,49,46,89.33,3,5500
PAFA,8/26/2024 13:53,46,43,89.2,3,5500
PAFA,7/19/2023 15:53,62,58,86.72,3,5500
PAFA,7/11/2024 11:53,60,56,86.61,3,5500
PAFA,9/8/2023 8:53,42,38,85.6,3,5500
PAFA,9/8/2023 14:53,42,38,85.6,3,5500
PAFA,8/26/2024 7:53,48,43,82.72,3,5500
PAFA,6/20/2023 8:53,56,50,80.52,3,5500
PAFA,1/25/2025 0:53,36,30,78.6,3,5500
PAFA,1/15/2025 3:53,22,16,77.34,3,5500
PAFA,11/24/2024 14:53,19,13,77.06,3,5500
PAFA,8/11/2024 9:53,52,45,76.94,3,5500
PAFA,6/6/2024 11:53,51,44,76.85,3,5500
PAFA,11/16/2024 3:53,11,5,76.28,3,5500
PAFA,2/18/2023 1:53,8.1,1.9,75.29,3,5500
PAFA,12/26/2023 10:53,-5,-11,74.61,3,5500
PAFA,11/24/2024 13:53,20,13,73.84,3,5500
PAFA,7/31/2023 6:53,67,58,72.82,3,5500
PAFA,8/26/2024 5:53,51,42,71.18,3,5500
PAFA,12/26/2023 13:53,-5,-12,70.99,3,5500
PAFA,12/14/2023 14:53,-18,-25,69.34,3,5500
PAFA,3/9/2024 8:53,8,0,69.21,3,5500
PAFA,8/14/2024 5:53,57,47,69.16,3,5500
PAFA,1/13/2024 23:53,-9,-17,66.99,3,5500
PAFA,1/14/2024 2:53,-9,-17,66.99,3,5500
PAFA,3/14/2024 7:53,5,-4,65.62,3,5500
PAFA,1/24/2024 1:53,-25,-33,64.71,3,5500
PAFA,7/19/2023 23:53,72,59,63.61,3,5500
PAFA,9/20/2023 20:53,44,32,62.44,3,5500
PAFA,6/23/2023 3:53,69,54,58.6,3,5500
PAFA,3/27/2023 21:53,36,16,43.64,3,5500
PAFA,3/27/2023 18:53,34,12,39.65,3,5500
PAFA,3/27/2023 4:53,30.9,9,39.29,3,5500
PAFA,7/29/2024 8:53,56,54,92.98,0,5500
PAFA,9/1/2023 15:53,51,49,92.83,0,5500
PAFA,7/30/2024 11:53,50,48,92.8,0,5500
PAFA,9/4/2023 10:53,49,47,92.77,0,5500
PAFA,8/1/2023 11:53,58,55,89.72,0,5500
PAFA,9/21/2024 9:53,42,39,89.01,0,5500
PAFA,1/25/2025 9:53,33,30,88.58,0,5500
PAFA,4/5/2023 8:53,25,21.9,87.81,0,5500
PAFA,8/30/2024 10:53,52,48,86.17,0,5500
PAFA,8/30/2024 11:53,50,46,86.06,0,5500
PAFA,6/23/2023 14:53,60,56,85.99,0,5500
PAFA,9/10/2023 15:53,47,43,85.89,0,5500
PAFA,9/18/2024 13:53,46,42,85.83,0,5500
PAFA,1/25/2025 12:53,34,30,85.11,0,5500
PAFA,1/24/2025 14:53,31,27,84.92,0,5500
PAFA,1/24/2025 7:53,28,24,84.72,0,5500
PAFA,11/14/2023 12:53,27,23,84.66,0,5500
PAFA,2/24/2023 12:53,19.9,16,84.55,0,5500
PAFA,1/15/2025 1:53,20,16,84.19,0,5500
PAFA,1/15/2025 0:53,19,15,84.12,0,5500
PAFA,7/29/2024 7:53,58,53,83.39,0,5500
PAFA,9/21/2024 10:53,42,37,82.3,0,5500
PAFA,7/31/2023 8:53,64,58,80.83,0,5500
PAFA,2/24/2023 11:53,21,16,80.69,0,5500
PAFA,7/31/2023 9:53,61,55,80.61,0,5500
PAFA,8/14/2024 6:53,55,49,80.15,0,5500
PAFA,1/9/2025 20:53,14,9,80.1,0,5500
PAFA,2/4/2023 1:53,4,-0.9,79.97,0,5500
PAFA,12/18/2023 4:53,7,2,79.5,0,5500
PAFA,12/18/2023 15:53,7,2,79.5,0,5500
PAFA,11/16/2024 20:53,7,2,79.5,0,5500
PAFA,12/28/2024 4:53,5,0,79.32,0,5500
PAFA,12/27/2024 14:53,4,-1,79.23,0,5500
PAFA,2/26/2023 4:53,3,-2,79.14,0,5500
PAFA,11/11/2024 17:53,2,-3,79.04,0,5500
PAFA,12/28/2024 5:53,2,-3,79.04,0,5500
PAFA,1/24/2025 23:53,37,31,78.69,0,5500
PAFA,11/18/2024 12:53,-3,-8,78.58,0,5500
PAFA,11/17/2024 18:53,-6,-11,78.29,0,5500
PAFA,11/18/2024 20:53,-6,-11,78.29,0,5500
PAFA,7/25/2024 14:53,66,59,78.14,0,5500
PAFA,7/31/2023 7:53,65,58,78.06,0,5500
PAFA,8/17/2024 22:53,60,53,77.64,0,5500
PAFA,2/18/2023 0:53,7,1,75.88,0,5500
PAFA,11/16/2024 21:14,7,1,75.88,0,5500
PAFA,12/28/2024 6:53,5,-1,75.67,0,5500
PAFA,12/27/2024 18:53,3,-3,75.46,0,5500
PAFA,11/11/2024 18:53,2,-4,75.36,0,5500
PAFA,11/11/2024 16:53,1,-5,75.25,0,5500
PAFA,11/18/2024 9:53,1,-5,75.25,0,5500
PAFA,11/18/2024 10:53,1,-5,75.25,0,5500
PAFA,11/18/2024 11:53,0,-6,75.15,0,5500
PAFA,11/18/2024 14:53,-3,-9,74.83,0,5500
PAFA,11/18/2024 13:53,-4,-10,74.72,0,5500
PAFA,11/18/2024 16:53,-6,-12,74.5,0,5500
PAFA,11/18/2024 19:53,-8,-14,74.28,0,5500
PAFA,8/26/2024 6:53,50,42,73.87,0,5500
PAFA,11/24/2024 11:53,19,12,73.73,0,5500
PAFA,3/7/2024 13:53,14,7,73.19,0,5500
PAFA,3/16/2025 9:53,8,1,72.52,0,5500
PAFA,4/27/2023 13:53,28.9,21,71.96,0,5500
PAFA,11/18/2024 8:53,2,-5,71.83,0,5500
PAFA,2/12/2023 19:53,-2,-9,71.35,0,5500
PAFA,11/18/2024 18:53,-5,-12,70.99,0,5500
PAFA,11/18/2024 17:53,-7,-14,70.74,0,5500
PAFA,2/16/2023 16:53,-20.9,-27.9,68.95,0,5500
PAFA,1/20/2024 11:53,-10,-18,66.86,0,5500
PAFA,2/4/2024 20:53,-14,-22,66.3,0,5500
PAFA,8/21/2024 21:53,53,41,63.61,0,5500
PAFA,3/9/2024 4:53,11,1,63.4,0,5500
PAFA,6/13/2023 12:53,50,38,62.98,0,5500
PAFA,3/6/2023 19:53,19,8.1,61.94,0,5500
PAFA,9/1/2024 22:53,56,43,61.59,0,5500
PAFA,4/16/2023 16:53,26.1,14,59.71,0,5500
PAFA,6/20/2023 7:53,59,45,59.67,0,5500
PAFA,3/27/2023 12:53,30,16,55.52,0,5500
PAFA,4/10/2023 20:53,8.1,-5,54.07,0,5500
PAFA,3/17/2025 0:53,15,0,50.73,0,5500
PAFA,3/27/2023 17:53,32,15.1,49.23,0,5500
PAFA,5/26/2024 20:53,54,34,46.57,0,5500
PAFA,5/13/2024 5:53,52,32,46.25,0,5500
PAFA,3/27/2023 22:53,37,17.1,43.99,0,5500
PAFA,3/4/2024 20:53,14,-4,43.85,0,5500
PAFA,3/4/2024 23:53,19,-1,40.71,0,5500
PAFA,3/5/2024 0:53,19,-1,40.71,0,5500
PAFA,3/27/2023 19:53,35,12.9,39.49,0,5500
PAFA,3/27/2023 5:53,30.9,9,39.29,0,5500
PAFA,6/15/2023 2:53,63,37,37.99,0,5500
PAFA,4/17/2023 3:53,30.9,17.1,56.14,6,5500
PAFA,11/12/2024 20:53,4,-2,75.57,0,5500
PAFA,8/17/2024 6:30,53,49,86.23,9,5500
PAFA,8/17/2024 6:53,53,49,86.23,9,5500
PAFA,1/22/2023 2:53,1.9,-6,68.77,8,5500
PAFA,11/17/2023 6:53,27,20,74.57,10,5500
PAFA,7/31/2024 16:36,51,47,86.12,10,5500
PAFA,7/31/2024 16:53,51,47,86.12,8,5500
PAFA,7/25/2024 15:05,63,59,86.77,6,5498
PAFA,10/19/2023 20:35,25,15,65.3,19,5000
PAFA,4/22/2023 21:53,23,8.1,52.27,19,5000
PAFA,10/8/2023 4:53,32,19,58.27,15,5000
PAFA,10/20/2023 4:53,26,13,57.38,14,5000
PAFA,8/21/2023 21:27,57,51,80.31,13,5000
PAFA,10/20/2023 5:53,27,14,57.53,13,5000
PAFA,9/1/2023 18:53,54,50,86.29,12,5000
PAFA,8/20/2024 20:53,51,36,56.31,12,5000
PAFA,3/31/2024 23:53,38,18,43.97,12,5000
PAFA,10/8/2023 15:53,30,17,57.98,11,5000
PAFA,4/18/2023 23:53,26.1,10.9,52.07,11,5000
PAFA,8/13/2024 0:53,61,42,49.54,11,5000
PAFA,7/28/2024 4:53,54,51,89.55,10,5000
PAFA,12/14/2024 2:44,13,4,66.69,10,5000
PAFA,10/20/2023 18:53,25,14,62.5,10,5000
PAFA,4/18/2023 16:53,27,14,57.53,10,5000
PAFA,7/27/2024 23:53,56,51,83.26,9,5000
PAFA,5/25/2024 22:53,49,43,79.68,9,5000
PAFA,10/23/2024 20:53,31,22,68.92,9,5000
PAFA,5/26/2024 0:53,53,43,68.71,9,5000
PAFA,5/26/2024 1:53,53,41,63.61,9,5000
PAFA,4/5/2023 22:53,26.1,15.1,62.65,9,5000
PAFA,4/9/2023 0:53,17.1,5,58.38,9,5000
PAFA,8/12/2024 23:53,59,42,53.2,9,5000
PAFA,8/17/2023 8:53,58,53,83.39,8,5000
PAFA,6/23/2023 4:53,63,56,77.61,8,5000
PAFA,4/5/2023 17:53,24.1,18,77.21,8,5000
PAFA,7/8/2024 3:53,57,48,71.81,8,5000
PAFA,4/5/2023 3:53,36,27,69.51,8,5000
PAFA,4/13/2024 16:53,25,15,65.3,8,5000
PAFA,4/9/2023 1:10,17.1,6,61.39,8,5000
PAFA,10/4/2023 23:53,37,24,58.99,8,5000
PAFA,4/13/2024 18:53,26,13,57.38,8,5000
PAFA,4/18/2023 4:53,30.9,16,53.53,8,5000
PAFA,5/26/2024 4:53,53,36,52.3,8,5000
PAFA,8/14/2024 21:53,61,43,51.48,8,5000
PAFA,4/18/2023 5:53,30,14,50.88,8,5000
PAFA,8/1/2024 0:53,63,43,47.97,8,5000
PAFA,8/1/2024 1:53,64,43,46.32,8,5000
PAFA,8/14/2024 23:53,63,42,46.16,8,5000
PAFA,9/1/2023 17:53,53,49,86.23,7,5000
PAFA,5/25/2024 21:53,48,43,82.72,7,5000
PAFA,6/23/2023 4:48,62.6,55.4,77.29,7,5000
PAFA,4/7/2025 18:53,16,7,67.07,7,5000
PAFA,4/5/2023 20:53,28,16,60.25,7,5000
PAFA,10/4/2023 22:53,38,24,56.71,7,5000
PAFA,8/1/2024 2:53,65,43,44.73,7,5000
PAFA,8/2/2024 2:53,55,49,80.15,6,5000
PAFA,9/21/2023 1:53,44,38,79.27,6,5000
PAFA,7/31/2024 4:53,57,50,77.38,6,5000
PAFA,8/2/2024 1:53,55,48,77.21,6,5000
PAFA,8/25/2023 22:53,64,53,67.41,6,5000
PAFA,3/9/2024 1:53,11,2,66.43,6,5000
PAFA,4/9/2023 7:53,10.9,1.9,66.41,6,5000
PAFA,9/20/2023 0:53,48,35,60.52,6,5000
PAFA,4/5/2023 2:53,38,25,59.36,6,5000
PAFA,10/9/2023 23:03,35,22,58.7,6,5000
PAFA,9/20/2023 1:53,49,34,56.02,6,5000
PAFA,7/9/2024 12:53,52,49,89.46,5,5000
PAFA,9/12/2023 8:53,46,43,89.2,5,5000
PAFA,1/21/2025 4:00,23,20,88.08,5,5000
PAFA,9/18/2023 9:53,42,38,85.6,5,5000
PAFA,8/23/2023 4:53,58,53,83.39,5,5000
PAFA,8/28/2023 4:53,57,52,83.33,5,5000
PAFA,4/3/2025 3:53,37,32,81.93,5,5000
PAFA,9/24/2023 15:53,33,28,81.63,5,5000
PAFA,11/26/2024 10:53,12,7,79.93,5,5000
PAFA,9/22/2023 2:53,43,36,76.12,5,5000
PAFA,8/19/2023 4:53,57,49,74.55,5,5000
PAFA,3/8/2025 19:53,23,16,74.15,5,5000
PAFA,2/13/2023 19:16,-0.9,-8,71.14,5,5000
PAFA,12/23/2024 22:53,15,7,70.06,5,5000
PAFA,6/22/2023 1:53,67,55,65.56,5,5000
PAFA,4/8/2025 4:36,16,6,64.09,5,5000
PAFA,3/9/2024 2:53,11,0,60.5,5,5000
PAFA,1/28/2025 23:53,2,-9,59.15,5,5000
PAFA,4/16/2023 20:53,28.9,15.1,55.83,5,5000
PAFA,8/14/2024 20:53,60,44,55.42,5,5000
PAFA,6/4/2023 18:53,56,40,54.83,5,5000
PAFA,7/31/2024 23:53,62,45,53.63,5,5000
PAFA,4/5/2023 1:53,40,23,50.5,5,5000
PAFA,5/26/2024 19:53,54,35,48.46,5,5000
PAFA,7/1/2024 4:06,74,51,44.44,5,5000
PAFA,9/11/2024 8:53,46,44,92.68,4,5000
PAFA,7/9/2024 16:53,54,51,89.55,4,5000
PAFA,9/11/2024 7:53,47,44,89.24,4,5000
PAFA,10/11/2024 3:53,32,29,88.53,4,5000
PAFA,8/23/2023 5:53,57,53,86.45,4,5000
PAFA,8/23/2023 6:53,57,53,86.45,4,5000
PAFA,9/15/2024 18:53,49,45,86,4,5000
PAFA,9/7/2023 6:53,46,42,85.83,4,5000
PAFA,3/31/2025 12:53,21,17,84.26,4,5000
PAFA,9/24/2023 14:53,35,29,78.51,4,5000
PAFA,3/27/2024 14:53,27,21,77.8,4,5000
PAFA,1/31/2023 4:53,23,17.1,77.77,4,5000
PAFA,1/31/2023 15:53,19.9,14,77.48,4,5000
PAFA,1/31/2023 23:53,18,12,76.97,4,5000
PAFA,11/12/2023 0:45,16,10,76.77,4,5000
PAFA,8/18/2024 2:53,63,55,75.11,4,5000
PAFA,11/6/2023 0:53,20,13,73.84,4,5000
PAFA,12/20/2023 18:53,-9,-16,70.5,4,5000
PAFA,10/4/2023 21:53,35,26,69.39,4,5000
PAFA,4/9/2023 10:53,8.1,0,68.9,4,5000
PAFA,12/30/2023 23:22,-8,-16,67.13,4,5000
PAFA,3/8/2024 23:53,10,1,66.29,4,5000
PAFA,4/17/2023 7:53,21.9,12,65.18,4,5000
PAFA,6/21/2023 0:53,63,50,62.49,4,5000
PAFA,4/15/2024 1:53,31,18,58.12,4,5000
PAFA,5/22/2023 22:53,56,40,54.83,4,5000
PAFA,8/14/2024 22:53,62,43,49.69,4,5000
PAFA,5/22/2023 23:53,59,39,47.35,4,5000
PAFA,7/1/2024 19:53,58,56,93.04,3,5000
PAFA,9/15/2024 17:53,48,46,92.74,3,5000
PAFA,5/24/2024 13:53,47,45,92.71,3,5000
PAFA,9/13/2024 15:53,47,45,92.71,3,5000
PAFA,9/18/2023 14:53,40,38,92.49,3,5000
PAFA,5/24/2024 11:53,48,45,89.29,3,5000
PAFA,9/15/2024 16:53,48,45,89.29,3,5000
PAFA,10/10/2024 6:53,30,27,88.44,3,5000
PAFA,7/14/2024 21:49,57.2,53.6,87.74,3,5000
PAFA,5/24/2024 13:50,48.2,44.6,87.28,3,5000
PAFA,9/7/2023 5:53,46,42,85.83,3,5000
PAFA,11/14/2023 11:53,27,23,84.66,3,5000
PAFA,7/30/2023 16:53,61,55,80.61,3,5000
PAFA,9/21/2023 2:53,44,38,79.27,3,5000
PAFA,12/19/2023 11:53,3,-2,79.14,3,5000
PAFA,11/13/2024 4:29,-7,-12,78.2,3,5000
PAFA,11/16/2024 18:53,6.8,1.4,78.01,3,5000
PAFA,7/30/2023 17:53,62,55,77.81,3,5000
PAFA,8/22/2023 22:53,59,52,77.55,3,5000
PAFA,10/22/2023 15:53,16,10,76.77,3,5000
PAFA,5/8/2024 8:53,44,37,76.22,3,5000
PAFA,12/6/2023 18:43,6,0,75.78,3,5000
PAFA,11/13/2024 5:53,-1,-7,75.04,3,5000
PAFA,10/11/2023 23:53,28,21,74.67,3,5000
PAFA,11/13/2024 4:53,-5,-11,74.61,3,5000
PAFA,12/20/2023 16:53,-12,-18,73.82,3,5000
PAFA,12/30/2023 22:51,-9.4,-16.6,69.73,3,5000
PAFA,1/30/2025 14:53,-18,-25,69.34,3,5000
PAFA,2/12/2023 22:53,1.9,-6,68.77,3,5000
PAFA,12/30/2023 22:53,-8,-16,67.13,3,5000
PAFA,4/8/2024 22:53,34,23,63.72,3,5000
PAFA,4/5/2023 21:53,27,15.1,60.37,3,5000
PAFA,4/5/2024 0:53,39,26,59.27,3,5000
PAFA,7/12/2024 0:53,69,52,54.64,3,5000
PAFA,3/10/2024 21:53,6,-7,54.25,3,5000
PAFA,8/24/2024 15:49,44.6,42.8,93.35,0,5000
PAFA,8/31/2023 7:53,52,50,92.86,0,5000
PAFA,9/9/2024 9:53,49,47,92.77,0,5000
PAFA,5/24/2024 11:42,48,46,92.74,0,5000
PAFA,5/31/2023 7:17,49,46,89.67,0,5000
PAFA,5/14/2024 14:53,41,38,88.97,0,5000
PAFA,10/10/2024 8:53,30,27,88.44,0,5000
PAFA,7/14/2024 20:53,58,54,86.51,0,5000
PAFA,8/14/2024 16:53,51,47,86.12,0,5000
PAFA,5/24/2024 8:53,50,46,86.06,0,5000
PAFA,9/5/2023 7:53,48,44,85.95,0,5000
PAFA,10/3/2023 15:53,27,23,84.66,0,5000
PAFA,10/17/2024 20:53,25,21,84.53,0,5000
PAFA,11/15/2023 9:20,14,10,83.77,0,5000
PAFA,1/31/2023 0:53,24.1,19.9,83.75,0,5000
PAFA,8/22/2023 17:53,55,50,83.2,0,5000
PAFA,12/18/2023 13:53,5,1,83.12,0,5000
PAFA,9/10/2024 22:53,51,46,82.93,0,5000
PAFA,1/8/2024 15:53,20,15,80.6,0,5000
PAFA,8/1/2024 14:53,50,44,79.76,0,5000
PAFA,12/18/2023 11:53,10,5,79.76,0,5000
PAFA,5/8/2024 9:53,43,37,79.19,0,5000
PAFA,1/9/2024 22:53,3,-2,79.14,0,5000
PAFA,11/13/2024 6:53,-2,-7,78.67,0,5000
PAFA,2/14/2023 9:53,-9.9,-15,77.52,0,5000
PAFA,11/2/2023 22:53,22,16,77.34,0,5000
PAFA,11/12/2023 0:53,16,10,76.77,0,5000
PAFA,2/24/2025 23:53,16,10,76.77,0,5000
PAFA,2/24/2025 22:53,15,9,76.68,0,5000
PAFA,12/18/2023 10:53,10,4,76.18,0,5000
PAFA,12/18/2023 12:53,10,4,76.18,0,5000
PAFA,2/22/2023 16:53,4,-2,75.92,0,5000
PAFA,11/16/2024 19:53,7,1,75.88,0,5000
PAFA,12/6/2023 16:53,5,-1,75.67,0,5000
PAFA,1/9/2024 21:53,3,-3,75.46,0,5000
PAFA,1/10/2024 2:53,1,-5,75.25,0,5000
PAFA,11/17/2024 1:53,-1,-7,75.04,0,5000
PAFA,12/20/2023 14:53,-10,-16,74.05,0,5000
PAFA,12/20/2023 15:53,-11,-17,73.94,0,5000
PAFA,12/20/2023 17:53,-11,-17,73.94,0,5000
PAFA,2/1/2023 19:53,10,3,72.75,0,5000
PAFA,2/24/2025 22:49,15.8,8.6,72.73,0,5000
PAFA,12/26/2024 23:29,3,-4,71.95,0,5000
PAFA,2/25/2024 18:53,6.8,-0.4,71.71,0,5000
PAFA,10/11/2023 21:53,28,20,71.56,0,5000
PAFA,11/17/2024 1:47,-0.4,-7.6,70.85,0,5000
PAFA,12/30/2023 13:53,-17,-24,69.47,0,5000
PAFA,6/21/2023 17:53,63,52,67.29,0,5000
PAFA,4/8/2025 8:53,15,6,66.95,0,5000
PAFA,3/8/2024 22:53,9,0,66.16,0,5000
PAFA,1/25/2024 2:53,-18,-26,65.73,0,5000
PAFA,1/30/2025 16:53,-22,-30,65.15,0,5000
PAFA,1/28/2023 16:53,17.1,7,63.95,0,5000
